subject,id,moid,years,exam,tracer,activation,route,dreadd,compound,dose,task,days
245,245J,#245,0.923287671,Behavior,NA,1,i.m.,hM4Di,DCZ,100,delayed response task,337
245,245J,#245,0.931506849,Behavior,NA,1,p.o.,hM4Di,DCZ,1000,delayed response task,340
245,245J,#245,0.934246575,Behavior,NA,0,p.o.,hM4Di,vehicle,na,delayed response task,341
245,245J,#245,0.939726027,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,343
245,245J,#245,0.942465753,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,344
245,245J,#245,0.950684932,Behavior,NA,1,p.o.,hM4Di,DCZ,100,delayed response task,347
245,245J,#245,0.953424658,Behavior,NA,1,p.o.,hM4Di,DCZ,1000,delayed response task,348
245,245J,#245,0.95890411,Behavior,NA,1,p.o.,hM4Di,DCZ,100,delayed response task,350
245,245J,#245,0.961643836,Behavior,NA,1,i.m.,hM4Di,DCZ,100,delayed response task,351
245,245J,#245,0.969863014,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,354
245,245J,#245,0.97260274,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,355
245,245J,#245,0.975342466,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,356
245,245J,#245,0.980821918,Behavior,NA,1,i.m.,hM4Di,DCZ,100,delayed response task,358
245,245J,#245,0.989041096,Behavior,NA,1,p.o.,hM4Di,DCZ,1000,delayed response task,361
245,245J,#245,0.994520548,Behavior,NA,1,p.o.,hM4Di,DCZ,1000,delayed response task,363
245,245J,#245,1,Behavior,NA,1,i.m.,hM4Di,DCZ,100,delayed response task,365
245,245J,#245,1.008219178,Behavior,NA,1,p.o.,hM4Di,DCZ,100,delayed response task,368
245,245J,#245,1.01369863,Behavior,NA,1,i.m.,hM4Di,DCZ,100,delayed response task,370
245,245J,#245,1.019178082,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,372
245,245J,#245,1.02739726,Behavior,NA,0,p.o.,hM4Di,vehicle,na,delayed response task,375
245,245J,#245,1.030136986,Behavior,NA,0,p.o.,hM4Di,vehicle,na,delayed response task,376
245,245J,#245,1.032876712,Behavior,NA,0,p.o.,hM4Di,vehicle,na,delayed response task,377
245,245J,#245,1.035616438,Behavior,NA,0,p.o.,hM4Di,vehicle,na,delayed response task,378
245,245J,#245,1.038356164,Behavior,NA,0,p.o.,hM4Di,vehicle,na,delayed response task,379
245,245J,#245,1.046575342,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,382
245,245J,#245,1.046575342,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,382
245,245J,#245,1.046575342,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,382
245,245J,#245,1.049315068,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,383
245,245J,#245,1.052054795,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,384
245,245J,#245,1.054794521,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,385
245,245J,#245,1.057534247,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,386
245,245J,#245,1.060273973,Behavior,NA,1,p.o.,hM4Di,DCZ,300,no task,387
245,245J,#245,1.063013699,Behavior,NA,1,p.o.,hM4Di,DCZ,300,no task,388
245,245J,#245,1.065753425,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,389
245,245J,#245,1.068493151,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,390
245,245J,#245,1.071232877,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,391
245,245J,#245,1.073972603,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,392
245,245J,#245,1.076712329,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,393
245,245J,#245,1.079452055,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,394
245,245J,#245,1.082191781,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,395
245,245J,#245,1.084931507,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,396
245,245J,#245,1.087671233,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,397
245,245J,#245,1.090410959,Behavior,NA,0,p.o.,hM4Di,vehicle,na,delayed response task,398
245,245J,#245,1.093150685,Behavior,NA,0,p.o.,hM4Di,vehicle,na,delayed response task,399
245,245J,#245,1.095890411,Behavior,NA,0,p.o.,hM4Di,vehicle,na,delayed response task,400
245,245J,#245,1.098630137,Behavior,NA,0,p.o.,hM4Di,vehicle,na,delayed response task,401
245,245J,#245,1.104109589,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,403
245,245J,#245,1.106849315,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,404
245,245J,#245,1.109589041,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,405
245,245J,#245,1.112328767,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,406
245,245J,#245,1.756164384,Behavior,NA,0,p.o.,hM4Di,vehicle,na,delayed response task,641
245,245J,#245,1.75890411,Behavior,NA,0,p.o.,hM4Di,vehicle,na,delayed response task,642
245,245J,#245,1.761643836,Behavior,NA,0,p.o.,hM4Di,vehicle,na,delayed response task,643
245,245J,#245,1.764383562,Behavior,NA,0,p.o.,hM4Di,vehicle,na,delayed response task,644
245,245J,#245,1.767123288,Behavior,NA,0,p.o.,hM4Di,vehicle,na,delayed response task,645
245,245J,#245,1.775342466,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,648
245,245J,#245,1.778082192,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,649
245,245J,#245,1.780821918,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,650
245,245J,#245,1.783561644,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,651
245,245J,#245,1.78630137,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,652
245,245J,#245,1.789041096,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,653
245,245J,#245,1.791780822,Behavior,NA,1,p.o.,hM4Di,DCZ,300,no task,654
245,245J,#245,1.794520548,Behavior,NA,1,p.o.,hM4Di,DCZ,300,no task,655
245,245J,#245,1.797260274,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,656
245,245J,#245,1.8,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,657
245,245J,#245,1.802739726,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,658
245,245J,#245,1.805479452,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,659
245,245J,#245,1.808219178,Behavior,NA,1,p.o.,hM4Di,DCZ,300,delayed response task,660
245,245J,#245,1.810958904,Behavior,NA,1,p.o.,hM4Di,DCZ,300,no task,661
245,245J,#245,1.81369863,Behavior,NA,1,p.o.,hM4Di,DCZ,300,no task,662
245,245J,#245,1.816438356,Behavior,NA,1,p.o.,hM4Di,DCZ,300,no task,663
245,245J,#245,1.819178082,Behavior,NA,0,p.o.,hM4Di,vehicle,na,delayed response task,664
245,245J,#245,1.821917808,Behavior,NA,0,p.o.,hM4Di,vehicle,na,delayed response task,665
245,245J,#245,1.824657534,Behavior,NA,0,p.o.,hM4Di,vehicle,na,delayed response task,666
245,245J,#245,1.893150685,Behavior,NA,0,i.m.,hM4Di,vehicle,na,delayed response task,691
245,245J,#245,1.895890411,Behavior,NA,1,i.m.,hM4Di,DCZ,10,delayed response task,692
245,245J,#245,1.898630137,Behavior,NA,1,i.m.,hM4Di,DCZ,30,delayed response task,693
245,245J,#245,1.920547945,Behavior,NA,1,i.m.,hM4Di,DCZ,10,delayed response task,701
245,245J,#245,1.923287671,Behavior,NA,1,i.m.,hM4Di,DCZ,30,delayed response task,702
245,245J,#245,1.931506849,Behavior,NA,0,i.m.,hM4Di,vehicle,na,delayed response task,705
245,245J,#245,1.934246575,Behavior,NA,1,i.m.,hM4Di,DCZ,10,delayed response task,706
245,245J,#245,1.936986301,Behavior,NA,1,i.m.,hM4Di,DCZ,30,delayed response task,707
245,245J,#245,1.939726027,Behavior,NA,1,i.m.,hM4Di,DCZ,10,delayed response task,708
245,245J,#245,1.942465753,Behavior,NA,1,i.m.,hM4Di,DCZ,30,delayed response task,709
223,223C,#223,0.235616438,PET,FDG,1,i.v.,hM3Dq,DCZ,1,NA,86
223,223C,#223,0.528767123,PET,FDG,1,i.v.,hM3Dq,DCZ,1,NA,193
223,223C,#223,0.583561644,euthanize,NA,1,i.v.,hM3Dq,DCZ,1,NA,213
224,224J,#224,0.136986301,PET,FDG,1,i.v.,hM3Dq,DCZ,3,NA,50
224,224J,#224,0.306849315,Behavior,NA,1,NA,hM3Dq,DCZ,1,NA,112
224,224J,#224,0.326027397,Behavior,NA,1,NA,hM3Dq,DCZ,1,NA,119
224,224J,#224,0.350684932,Behavior,NA,1,NA,hM3Dq,DCZ,1,NA,128
224,224J,#224,0.364383562,Behavior,NA,1,NA,hM3Dq,DCZ,1,NA,133
224,224J,#224,0.77260274,PET,FDG,1,i.v.,hM3Dq,DCZ,3,NA,282
224,224J,#224,0.810958904,Behavior,NA,1,NA,hM3Dq,DCZ,1,NA,296
224,224J,#224,0.81369863,Behavior,NA,1,NA,hM3Dq,DCZ,1,NA,297
224,224J,#224,0.824657534,Behavior,NA,1,NA,hM3Dq,DCZ,1,NA,301
224,224J,#224,0.830136986,Behavior,NA,1,NA,hM3Dq,DCZ,3,NA,303
224,224J,#224,0.843835616,Behavior,NA,1,NA,hM3Dq,DCZ,3,NA,308
224,224J,#224,0.868493151,Behavior,NA,1,NA,hM3Dq,DCZ,3,NA,317
224,224J,#224,0.887671233,Behavior,NA,1,NA,hM3Dq,DCZ,3,NA,324
224,224J,#224,0.901369863,Behavior,NA,1,NA,hM3Dq,DCZ,3,NA,329
236,236J,#236,1.010958904,PET,FDG,1,i.v.,hM3Dq,DCZ,3,NA,369
236,236J,#236,1.052054795,PET,FDG,1,i.v.,hM3Dq,DCZ,3,NA,384
236,236J,#236,1.487671233,Behavior,NA,1,NA,hM3Dq,DCZ,1,NA,543
236,236J,#236,1.506849315,Behavior,NA,1,NA,hM3Dq,DCZ,1,NA,550
236,236J,#236,1.528767123,Behavior,NA,1,NA,hM3Dq,DCZ,1,NA,558
236,236J,#236,1.545205479,Behavior,NA,1,NA,hM3Dq,DCZ,1,NA,564
236,236J,#236,1.569863014,Behavior,NA,1,NA,hM3Dq,DCZ,1,NA,573
236,236J,#236,1.624657534,Behavior,NA,1,NA,hM3Dq,DCZ,1,NA,593
236,236J,#236,1.643835616,Behavior,NA,1,NA,hM3Dq,DCZ,1,NA,600
236,236J,#236,1.783561644,Behavior,NA,1,NA,hM3Dq,DCZ,1,NA,651
236,236J,#236,1.794520548,Behavior,NA,1,NA,hM3Dq,DCZ,1,NA,655
236,236J,#236,1.816438356,Behavior,NA,1,NA,hM3Dq,DCZ,1,NA,663
236,236J,#236,1.854794521,Behavior,NA,1,NA,hM3Dq,DCZ,1,NA,677
236,236J,#236,1.909589041,Behavior,NA,1,NA,hM3Dq,DCZ,1,NA,697
236,236J,#236,1.994520548,Behavior,NA,1,NA,hM3Dq,DCZ,1,NA,728
236,236J,#236,2.002739726,Behavior,NA,1,NA,hM3Dq,DCZ,1,NA,731
236,236J,#236,2.010958904,Behavior,NA,1,NA,hM3Dq,DCZ,3,NA,734
236,236J,#236,2.068493151,Behavior,NA,1,NA,hM3Dq,DCZ,3,NA,755
236,236J,#236,2.087671233,Behavior,NA,1,NA,hM3Dq,DCZ,1,NA,762
236,236J,#236,2.101369863,Behavior,NA,1,NA,hM3Dq,DCZ,3,NA,767
236,236J,#236,2.117808219,Behavior,NA,1,NA,hM3Dq,DCZ,3,NA,773
236,236J,#236,2.128767123,Behavior,NA,1,NA,hM3Dq,DCZ,3,NA,777
236,236J,#236,2.238356164,PET,FDG,1,i.v.,hM3Dq,DCZ,1,NA,817
236,236J,#236,2.282191781,PET,FDG,1,i.v.,hM3Dq,DCZ,3,NA,833
241,241J,#241,0.197260274,PET,FDG,1,i.v.,hM3Dq,DCZ,1,NA,72
241,241J,#241,0.353424658,PET,FDG,1,i.v.,hM3Dq,DCZ,1,NA,129
241,241J,#241,0.498630137,PET,FDG,1,i.v.,hM3Dq,DCZ,1,NA,182
241,241J,#241,1,PET,FDG,1,i.v.,hM3Dq,DCZ,1,NA,365
241,241J,#241,1.112328767,euthanize,NA,1,i.v.,hM3Dq,DCZ,3,NA,406
255,255C,#255,0.334246575,PET,FDG,1,i.v.,hM3Dq,DCZ,100,NA,122
255,255C,#255,0.449315068,PET,FDG,1,i.v.,hM3Dq,DCZ,3,NA,164
255,255C,#255,0.846575342,PET,DCZ,1,i.v.,hM3Dq,DCZ,30,NA,309
255,255C,#255,0.961643836,PET,DCZ,1,i.v.,hM3Dq,DCZ,30,NA,351
255,255C,#255,1.019178082,PET,DCZ,1,i.v.,hM3Dq,DCZ,100,NA,372
255,255C,#255,1.095890411,PET,DCZ,1,i.v.,hM3Dq,DCZ,100,NA,400
255,255C,#255,1.476712329,Behavior,NA,1,i.m.,hM3Dq,DCZ,,NA,539
255,255C,#255,1.484931507,Behavior,NA,1,i.m.,hM3Dq,DCZ,,NA,542
255,255C,#255,1.6,MRI,NA,1,i.v.,hM3Dq,DCZ,,NA,584
255,255C,#255,1.676712329,MRI,NA,1,i.v.,hM3Dq,DCZ,,NA,612
255,255C,#255,1.695890411,MRI,NA,1,i.v.,hM3Dq,DCZ,,NA,619
255,255C,#255,1.715068493,MRI,NA,1,i.v.,hM3Dq,DCZ,,NA,626
255,255C,#255,1.753424658,MRI,NA,1,i.v.,hM3Dq,DCZ,,NA,640
255,255C,#255,1.77260274,MRI,NA,1,i.v.,hM3Dq,DCZ,,NA,647
